gene symbol	(count) FRA_45_FA_377
EREG	35
ERF	4
ERG	1
ERGIC1	1
ERGIC2	9
ERGIC3	1
ERH	1
ERI1	3
ERI2	15
ERI3	0
ERICH1	9
ERLEC1	6
ERLIN1	0
ERLIN2	57
ERMAP	14
ERMN	0
ERMP1	103
ERN1	0
ERN2	12
ERO1L	2
ERO1LB	83
ERP27	2
ERP29	33
ERP44	119
ERRFI1	1
ERVFRD-1	67
ERVV-1	90
ERVV-2	0
ERVW-1	199
ESAM	25
ESCO1	2
ESCO2	0
ESD	0
ESF1	14
ESM1	0
ESPL1	0
ESPN	4
ESPNL	0
ESPNP	2
ESR1	1
ESR2	48
ESRG	293
ESRP1	0
ESRP2	319
ESRRA	58
ESRRB	0
ESRRG	0
ESX1	0
ESYT1	19
ESYT2	57
ESYT3	7
ETAA1	0
ETF1	50
ETFA	0
ETFB	2
ETFDH	6
ETHE1	1
ETNK1	2
ETNK2	1
ETS1	21
ETS2	1
ETV1	0
ETV2	0
ETV3	3
ETV3L	0
ETV4	24
ETV5	0
ETV6	3
ETV7	0
EVC	3
EVC2	0
EVI2A	44
EVI2B	31
EVI5	80
EVI5L	0
EVL	35
EVPL	2
EVPLL	0
EVX1	0
EVX2	0
EWSR1	10
EXD1	17
EXD2	0
EXD3	0
EXO1	0
EXOC1	4
EXOC2	2
EXOC3	3
EXOC3L1	3
EXOC3L2	35
EXOC3L4	0
EXOC4	8
EXOC5	2
EXOC6	4
EXOC6B	0
EXOC7	5
EXOC8	52
EXOG	20
EXOSC1	3
EXOSC10	15
EXOSC2	56
EXOSC3	33
EXOSC4	1
EXOSC5	2
EXOSC6	45
EXOSC7	1
EXOSC8	78
EXOSC9	6
EXPH5	155
EXT1	0
EXT2	2
EXTL1	0
EXTL2	0
EXTL3	11
EYA1	2
EYA2	0
EYA3	89
EYA4	1
EYS	237
EZH1	1
EZH2	10
EZR	89
F10	0
F11	0
F11R	43
F12	5
F13A1	0
F13B	0
F2	4
F2R	61
F2RL1	3
F2RL2	196
F2RL3	26
F3	14
F5	242
F7	0
F8	1
F8A1	3
F9	0
FA2H	0
FAAH	0
FAAH2	0
FABP1	0
FABP12	0
FABP2	1
FABP3	51
FABP4	0
FABP5	14
FABP5P3	4
FABP6	0
FABP7	0
FABP9	0
FADD	0
FADS1	46
FADS2	1
FADS3	1
FADS6	17
FAF1	2
FAF2	1
FAH	0
FAHD1	7
FAHD2A	0
FAHD2B	0
FAIM	23
FAIM2	0
FAIM3	10
FAM101B	6
FAM102A	3
FAM102B	24
FAM103A1	14
FAM104A	121
FAM104B	3
FAM105A	22
FAM105B	66
FAM106A	93
FAM106CP	2
FAM107A	1
FAM107B	2
FAM109A	1
FAM109B	10
FAM110A	1
FAM110B	0
FAM110C	1
FAM111A	19
FAM111B	35
FAM114A1	38
FAM114A2	0
FAM115A	8
FAM115C	234
FAM117A	5
FAM117B	55
FAM118A	39
FAM118B	34
FAM120A	19
FAM120AOS	165
FAM120B	1
FAM120C	7
FAM122A	0
FAM122B	0
FAM122C	65
FAM124A	27
FAM124B	2
FAM126A	0
FAM126B	169
FAM127A	0
FAM127B	1
FAM127C	0
FAM129A	17
FAM129B	5
FAM129C	3
FAM131A	4
FAM131B	3
FAM131C	0
FAM132A	0
FAM132B	5
FAM133A	0
FAM133B	20
FAM134A	34
FAM134B	3
FAM134C	24
FAM135A	2
FAM135B	0
FAM136A	12
FAM138B	0
FAM138C	0
FAM138D	7
FAM138E	0
FAM138F	0
FAM13A	314
FAM13B	4
FAM13C	0
FAM149A	0
FAM149B1	40
FAM150A	0
FAM150B	17
FAM151A	11
FAM151B	1
FAM153A	0
FAM153B	4
FAM153C	63
FAM154A	0
FAM154B	7
FAM155A	0
FAM155B	0
FAM156A	1
FAM156B	0
FAM157A	0
FAM157B	0
FAM159A	6
FAM159B	10
FAM160A1	1
FAM160A2	0
FAM160B1	0
FAM160B2	67
FAM161A	121
FAM161B	35
FAM162A	4
FAM162B	1
FAM163A	0
FAM163B	0
FAM166A	100
FAM166B	3
FAM167A	1
FAM167B	0
FAM168A	141
FAM168B	1
FAM169A	67
FAM169B	0
FAM170A	0
FAM170B	0
FAM171A1	1
FAM171A2	4
FAM171B	0
FAM172A	1
FAM172BP	45
FAM173A	3
FAM173B	0
FAM174A	0
FAM174B	1
FAM175A	185
FAM175B	0
FAM177A1	67
FAM177B	2
FAM178A	14
FAM178B	4
FAM179A	0
FAM179B	0
FAM180A	0
FAM180B	3
FAM181A	0
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	0
FAM184A	8
FAM184B	106
FAM185A	32
FAM186A	7
FAM186B	44
FAM187B	0
FAM188A	0
FAM189A1	11
FAM189A2	1
FAM189B	0
FAM192A	2
FAM193A	14
FAM193B	28
FAM194A	2
FAM194B	0
FAM195A	11
FAM195B	1
FAM196A	1
FAM196B	527
FAM197Y5	0
FAM198A	3
FAM198B	74
FAM199X	3
FAM19A1	0
FAM19A2	1
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	4
FAM200B	8
FAM201A	2
FAM203A	0
FAM204A	12
FAM20A	54
FAM20B	62
FAM20C	2
FAM21A	3
FAM21B	0
FAM21C	3
FAM24A	1
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	2
FAM26F	0
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	3
FAM27L	0
FAM32A	24
FAM35A	16
FAM3A	2
FAM3B	0
FAM3C	3
FAM3D	0
FAM41AY2	0
FAM41C	1
FAM43A	10
FAM43B	0
FAM45B	0
FAM46A	1
FAM46B	3
FAM46C	2
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	1
FAM50A	5
FAM50B	1
FAM53A	0
FAM53B	90
FAM53C	1
FAM55B	0
FAM57A	23
FAM57B	0
FAM58A	1
FAM5B	0
FAM5C	0
FAM60A	23
FAM63A	7
FAM63B	56
FAM64A	7
FAM65A	32
FAM65B	34
FAM65C	194
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	64
FAM69B	98
FAM69C	0
FAM71A	2
FAM71B	0
FAM71C	0
FAM71D	3
FAM71E1	46
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	2
FAM73A	227
FAM73B	1
FAM74A1	1
FAM74A3	2
FAM74A4	0
FAM76A	16
FAM76B	2
FAM78A	14
FAM78B	0
FAM81A	0
FAM81B	24
FAM83A	5
FAM83B	0
FAM83C	0
FAM83D	1
FAM83E	9
FAM83F	0
FAM83G	0
FAM83H	15
FAM84A	1
FAM84B	42
FAM86A	52
FAM86B1	1
FAM86B2	0
FAM86C1	4
FAM86C2P	0
FAM86DP	2
FAM86EP	11
FAM86FP	2
FAM86HP	3
FAM89A	0
FAM89B	6
FAM8A1	96
FAM90A1	4
FAM90A25P	0
FAM91A1	118
FAM92A1	22
FAM92B	1
FAM95B1	1
FAM96A	2
FAM96B	0
FAM98A	2
FAM98B	26
FAM98C	11
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	1
FAN1	334
FANCA	742
FANCB	0
FANCC	20
FANCD2	51
FANCE	0
FANCF	42
FANCG	0
FANCI	215
FANCL	226
FANCM	19
FANK1	0
FAP	1
FAR1	0
FAR2	124
FARP1	151
FARP2	30
FARS2	0
FARSA	0
FARSB	0
FAS	4
FAS-AS1	46
FASLG	1
FASN	1
FASTK	1
FASTKD1	4
FASTKD2	53
FASTKD3	0
FAT1	0
FAT2	58
FAT3	23
FAT4	1
FATE1	0
FAU	9
FBF1	2
FBL	0
FBLIM1	211
FBLL1	1
FBLN1	16
FBLN2	0
FBLN5	2
FBLN7	1
FBN1	0
FBN2	0
FBN3	0
FBP1	1
FBP2	0
FBRS	1
FBRSL1	6
FBXL12	0
FBXL13	58
FBXL14	1
FBXL15	8
FBXL16	18
FBXL17	11
FBXL18	169
FBXL19	3
FBXL19-AS1	46
FBXL2	62
FBXL20	175
FBXL21	0
FBXL22	15
FBXL3	40
FBXL4	0
FBXL5	3
FBXL6	1
FBXL7	0
FBXL8	1
FBXO10	22
FBXO11	33
FBXO15	0
FBXO16	0
FBXO17	34
FBXO18	1
FBXO2	0
FBXO21	1
FBXO22	1
FBXO24	1
FBXO25	2
FBXO27	96
FBXO28	1
FBXO3	0
FBXO30	6
FBXO31	4
FBXO32	11
FBXO33	41
FBXO34	1
FBXO36	0
FBXO38	2
FBXO39	0
FBXO4	1
FBXO40	73
FBXO41	23
FBXO42	0
FBXO43	0
FBXO44	17
FBXO45	66
FBXO46	0
FBXO47	0
FBXO48	19
FBXO5	2
FBXO6	57
FBXO7	5
FBXO8	34
FBXO9	7
FBXW10	0
FBXW11	2
FBXW12	0
FBXW2	25
FBXW4	9
FBXW4P1	3
FBXW5	9
FBXW7	2
FBXW8	33
FBXW9	0
FCAMR	0
FCAR	65
FCER1A	2
FCER1G	1
FCER2	0
FCF1	68
FCGBP	0
FCGR1A	5
FCGR1B	1
FCGR1C	0
FCGR2A	7
FCGR2B	0
FCGR2C	0
FCGR3A	11
FCGR3B	4
FCGRT	3
FCHO1	2
FCHO2	2
FCHSD1	158
FCHSD2	129
FCN1	62
FCN2	0
FCN3	0
FCRL1	0
FCRL2	0
FCRL3	1
FCRL4	1
FCRL5	3
FCRL6	3
FCRLA	1
FCRLB	4
FDFT1	8
FDPS	19
FDX1	35
FDX1L	0
FDXACB1	31
FDXR	3
FECH	42
FEM1A	5
FEM1B	2
FEM1C	0
FEN1	6
FER	19
FER1L4	16
FER1L5	2
FER1L6	1
FER1L6-AS1	0
FERD3L	0
FERMT1	0
FERMT2	1
FERMT3	29
FES	6
FETUB	0
FEV	0
FEZ1	21
FEZ2	6
FEZF1	0
FEZF2	0
FFAR1	0
FFAR2	43
FFAR3	0
FGA	0
FGB	17
FGD1	70
FGD2	11
FGD3	13
FGD4	32
FGD5	5
FGD6	13
FGF1	0
FGF10	0
FGF11	2
FGF12	0
FGF13	0
FGF14	0
FGF16	0
FGF17	1
FGF18	0
FGF19	0
FGF2	18
FGF20	0
FGF21	0
FGF22	0
FGF23	2
FGF3	0
FGF4	0
FGF5	360
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	6
FGFBP3	1
FGFR1	12
FGFR1OP	2
FGFR1OP2	13
FGFR2	51
FGFR3	4
FGFR4	0
FGFRL1	2
FGG	0
FGGY	0
FGL1	0
FGL2	74
FGR	7
FH	0
FHAD1	51
FHDC1	35
FHIT	0
FHL1	4
FHL2	17
FHL3	1
FHL5	0
FHOD1	114
FHOD3	32
FIBCD1	1
FIBIN	0
FIBP	5
FICD	45
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	38
FIGNL2	24
FILIP1	0
FILIP1L	86
FIP1L1	5
FIS1	0
FITM1	0
FITM2	0
FIZ1	0
FJX1	0
FKBP10	4
FKBP11	9
FKBP14	189
FKBP15	117
FKBP1AP1	93
FKBP1B	0
FKBP2	3
FKBP3	15
FKBP4	78
FKBP5	141
FKBP6	11
FKBP7	3
FKBP8	8
FKBP9	52
FKBP9L	13
FKBPL	0
FKRP	8
FKSG29	1
FKTN	6
FLAD1	9
FLCN	64
FLG	9
FLG2	28
FLI1	9
FLII	22
FLJ10038	21
FLJ11235	4
FLJ12825	38
FLJ13197	169
FLJ13224	107
FLJ14107	35
FLJ14186	7
FLJ16341	2
FLJ16779	0
FLJ20021	0
FLJ21408	0
FLJ22184	0
FLJ22447	0
FLJ22763	0
FLJ25363	7
FLJ25758	0
FLJ26245	0
FLJ26850	0
FLJ27352	0
FLJ27354	19
FLJ30403	73
FLJ30679	3
FLJ30838	24
FLJ31104	63
FLJ31306	42
FLJ31662	123
FLJ31813	20
FLJ32756	50
FLJ33360	9
FLJ33534	6
FLJ33581	0
FLJ33630	0
FLJ34503	0
FLJ35024	0
FLJ35282	0
FLJ36000	0
FLJ36777	13
FLJ37035	0
FLJ37201	0
FLJ37453	82
FLJ37505	1
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	47
FLJ41200	34
FLJ41278	0
FLJ41350	0
FLJ41423	5
FLJ41484	0
FLJ41941	17
FLJ42351	1
FLJ42393	1
FLJ42627	141
FLJ42875	0
FLJ42969	0
FLJ43663	17
FLJ43681	40
FLJ43879	2
FLJ44313	3
FLJ44511	0
FLJ44635	2
FLJ44881	1
FLJ45079	1
FLJ45340	26
FLJ45445	0
FLJ45513	3
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	27
FLJ46906	1
FLNA	166
FLNB	3
FLNC	0
FLOT1	2
FLOT2	7
FLRT1	6
FLRT2	0
FLRT3	0
FLT1	84
FLT3	1
FLT3LG	0
FLT4	6
FLVCR1	72
FLVCR2	14
FLYWCH1	3
FLYWCH2	1
FMN1	36
FMN2	0
FMNL1	47
FMNL2	119
FMNL3	32
FMO1	0
FMO2	2
FMO3	4
FMO4	1
FMO5	44
FMO6P	3
FMO9P	0
FMOD	3
FMR1	4
FMR1-AS1	27
FMR1NB	0
FN1	64
FN3K	0
FN3KRP	0
FNBP1	30
FNBP1L	1
FNBP4	11
FNDC1	0
FNDC3A	11
FNDC3B	3
FNDC4	0
FNDC5	32
FNDC7	0
FNDC8	13
FNDC9	135
FNIP1	18
FNIP2	0
FNTA	38
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	0
FOLR3	0
FOLR4	0
FOPNL	25
FOS	7
FOSB	3
FOSL1	8
FOSL2	10
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	1
FOXB2	0
FOXC1	4
FOXC2	0
FOXD1	0
FOXD2	13
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	1
FOXD4L6	0
FOXE1	7
FOXE3	3
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	102
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	7
FOXJ3	17
FOXK1	92
FOXK2	8
FOXL1	0
FOXL2	0
FOXM1	114
FOXN1	0
FOXN2	1
FOXN3	26
FOXN4	1
FOXO1	6
FOXO3	17
FOXO4	28
FOXP1	7
FOXP2	0
FOXP3	28
FOXP4	21
FOXQ1	0
FOXR1	2
FOXR2	0
FOXRED1	7
FOXRED2	44
FOXS1	0
FPGS	6
FPGT	1
FPR1	3
FPR2	0
FPR3	17
FRA10AC1	25
FRAS1	0
FRAT1	6
FRAT2	3
FREM1	0
FREM2	8
FREM3	9
FRG1	6
FRG1B	3
FRG2B	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	219
FRMD4B	0
FRMD5	18
FRMD6	0
FRMD7	16
FRMD8	26
FRMPD1	0
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	43
FRS2	2
FRS3	1
FRY	4
FRYL	7
FRZB	0
FSCB	0
FSCN1	5
FSCN2	10
FSCN3	0
FSD1	0
FSD1L	1
FSD2	17
FSHB	0
FSHR	0
FSIP1	0
FSIP2	87
FST	0
FSTL1	0
FSTL3	3
FSTL4	0
FSTL5	0
FTCD	0
FTH1	36
FTH1P3	5
FTHL17	0
FTL	40
FTLP10	6
FTMT	0
FTO	38
FTSJ1	1
FTSJ2	0
FTSJ3	40
FTSJD1	2
FTSJD2	47
FTX	55
FUBP1	2
FUBP3	2
FUCA1	0
FUCA2	38
FUK	21
FUNDC1	0
FUNDC2	3
FUNDC2P2	0
FURIN	4
FUS	20
FUT1	26
FUT10	0
FUT11	11
FUT2	120
FUT3	1
FUT4	13
FUT5	0
FUT6	91
FUT7	2
FUT8	17
FUT9	16
FUZ	47
FXN	192
FXR1	173
FXR2	7
FXYD1	1
FXYD2	3
FXYD3	0
FXYD4	0
FXYD5	14
FXYD7	3
FYB	38
FYCO1	7
FYN	9
FYTTD1	9
FZD1	1
FZD10	0
FZD2	24
FZD3	80
FZD4	63
FZD5	4
FZD6	7
FZD7	0
FZD8	0
FZD9	0
FZR1	1
G0S2	3
G2E3	1
G3BP1	11
G3BP2	3
G6PC	11
G6PC2	0
G6PC3	3
G6PD	7
GAA	4
GAB1	0
GAB2	25
GAB3	2
GAB4	0
GABARAP	26
GABARAPL1	0
GABARAPL2	15
GABARAPL3	0
GABBR1	2
GABBR2	0
GABPA	13
GABPB1	53
GABPB2	12
GABRA1	0
GABRA2	0
GABRA3	0
GABRA4	2
GABRA5	0
GABRA6	0
GABRB1	2
GABRB2	0
GABRB3	0
GABRD	0
GABRE	0
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	1
GABRR2	0
GABRR3	0
GAD1	1
GAD2	0
GADD45A	2
GADD45B	2
GADD45G	0
GADD45GIP1	3
GADL1	0
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	3
GAL	0
GAL3ST1	1
GAL3ST2	0
GAL3ST3	0
GAL3ST4	33
GALC	3
GALE	9
GALK1	1
GALK2	0
GALM	64
GALNS	7
GALNT1	5
GALNT10	76
GALNT11	70
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	1
GALNT3	1
GALNT5	4
GALNT6	54
GALNT7	92
GALNT8	0
GALNT9	4
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	11
GALR3	0
GALT	0
GAMT	2
GAN	0
GANAB	3
GANC	3
GAP43	0
GAPDH	78
GAPDHS	51
GAPT	0
GAPVD1	47
GAR1	0
GARNL3	0
GARS	14
GART	8
GAS1	0
GAS2	13
GAS2L1	1
GAS2L2	0
GAS2L3	0
GAS5	15
GAS6	62
GAS7	22
GAS8	0
GAST	0
GATA1	1
GATA2	5
GATA3	4
GATA4	0
GATA5	0
GATA6	0
GATAD1	160
GATAD2A	8
GATAD2B	0
GATC	577
GATM	0
GATS	89
GATSL1	0
GATSL2	0
GATSL3	1
GBA	1
GBA2	49
GBA3	0
GBAP1	4
GBAS	0
GBE1	3
GBF1	3
GBGT1	0
GBP1	7
GBP1P1	3
GBP2	10
GBP3	5
GBP4	73
GBP5	44
GBP6	36
GBP7	0
GBX1	0
GBX2	0
GC	0
GCA	1
GCAT	18
GCC1	2
GCC2	19
GCDH	0
GCG	0
GCGR	0
GCH1	11
GCHFR	14
GCK	0
GCKR	0
GCLC	2
GCLM	84
GCM1	18
GCM2	4
GCN1L1	3
GCNT1	4
GCNT2	28
GCNT3	1
GCNT4	0
GCNT7	83
GCOM1	4
GCSH	7
GDA	0
GDAP1	0
GDAP1L1	14
GDAP2	34
GDE1	3
GDF10	0
GDF11	64
GDF15	15
GDF2	0
GDF3	0
GDF5	0
GDF5OS	18
GDF6	0
GDF7	3
GDF9	0
GDI1	2
GDI2	72
GDNF	1
GDPD1	84
GDPD2	9
GDPD3	1
GDPD4	0
GDPD5	0
GEM	0
GEMIN4	1
GEMIN5	0
GEMIN6	0
GEMIN7	8
GEMIN8	104
GEMIN8P4	8
GEN1	7
GET4	38
GFAP	0
GFER	1
GFI1	0
GFI1B	1
GFM1	11
GFM2	69
GFOD1	2
GFOD2	146
GFPT1	69
GFPT2	0
GFRA1	8
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	12
GGA1	163
GGA2	65
GGA3	27
GGCT	0
GGCX	333
GGH	0
GGN	15
GGNBP1	5
GGNBP2	4
GGPS1	176
GGT1	0
GGT2	0
GGT3P	0
GGT5	0
GGT6	95
GGT7	0
GGT8P	35
GGTA1P	0
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	5
GHITM	2
GHR	18
GHRH	0
GHRHR	0
GHRL	38
GHRLOS	14
GHSR	1
GIF	2
GIGYF1	38
GIGYF2	10
GIMAP1	41
GIMAP2	4
GIMAP4	30
GIMAP6	4
GIMAP7	8
GIMAP8	33
GIN1	3
GINS1	18
GINS2	10
GINS3	6
GINS4	25
GIP	0
GIPC1	0
GIPC2	0
GIPC3	4
GIPR	0
GIT1	14
GIT2	15
GJA1	53
GJA10	0
GJA3	0
GJA4	7
GJA5	0
GJA8	0
GJB1	0
GJB2	0
GJB3	2
GJB4	2
GJB5	2
GJB6	0
GJB7	34
GJC1	143
GJC2	3
GJC3	2
GJD2	0
GJD3	20
GJD4	0
GK	45
GK2	0
GK3P	84
GK5	158
GKAP1	1
GKN1	0
GKN2	0
GLA	0
GLB1	4
GLB1L	34
GLB1L2	4
GLB1L3	33
GLCCI1	3
GLCE	0
GLDC	15
GLDN	3
GLE1	18
GLG1	51
GLI1	39
GLI2	3
GLI3	0
GLI4	0
GLIPR1	381
GLIPR1L1	11
GLIPR1L2	346
GLIPR2	0
GLIS1	0
GLIS2	7
GLIS3	3
GLMN	0
GLO1	6
GLOD4	0
GLOD5	1
GLP1R	2
GLP2R	0
GLRA1	4
GLRA2	4
GLRA3	0
GLRA4	0
GLRB	0
GLRX	0
GLRX2	2
GLRX3	4
GLRX5	0
GLS	541
GLS2	78
GLT1D1	2
GLT6D1	0
GLT8D1	82
GLT8D2	14
GLTP	74
GLTPD1	0
GLTPD2	9
GLTSCR1	5
GLTSCR2	30
GLUD1	15
GLUD2	0
GLUL	7
GLYAT	0
GLYATL1	19
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	2
GLYR1	1
GM2A	32
GMCL1	1
GMDS	1
GMEB1	40
GMEB2	1
GMFB	1
GMFG	4
GMIP	5
GML	0
GMNN	6
GMPPA	0
GMPPB	35
GMPR	8
GMPR2	145
GMPS	0
GNA11	1
GNA12	4
GNA13	9
GNA14	4
GNA15	5
GNAI1	0
GNAI2	16
GNAI3	6
GNAL	42
GNAO1	7
GNAQ	0
GNAS	18
GNAS-AS1	0
GNAT1	0
GNAT2	70
GNAT3	0
GNAZ	2
GNB1	5
GNB1L	68
GNB2	14
GNB2L1	12
GNB3	2
GNB4	285
GNB5	84
GNE	189
GNG11	0
GNG12	0
GNG13	3
GNG2	1
GNG3	20
GNG4	103
GNG5	13
GNG7	13
GNG8	0
GNGT1	0
GNGT2	0
GNL1	35
GNL2	8
GNL3	14
GNL3L	97
GNLY	4
GNMT	10
GNN	0
GNPAT	0
GNPDA1	13
GNPDA2	50
GNPNAT1	223
GNPTAB	156
GNPTG	23
GNRH1	20
GNRH2	3
GNRHR	117
GNRHR2	821
GNS	112
GOLGA1	17
GOLGA2	96
GOLGA2P2Y	0
GOLGA3	81
GOLGA4	3
GOLGA5	3
GOLGA6A	0
GOLGA6B	0
GOLGA6C	7
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	4
GOLGA6L7P	1
GOLGA6L9	0
GOLGA7	1
GOLGA7B	1
GOLGA8A	0
GOLGA8B	4
GOLGA8DP	0
GOLGA8F	0
GOLGA8G	0
GOLGB1	17
GOLIM4	3
GOLM1	125
GOLPH3	12
GOLPH3L	5
GOLT1A	0
GOLT1B	0
GON4L	33
GOPC	2
GORAB	0
GORASP1	71
GORASP2	2
GOSR1	587
GOSR2	0
GOT1	0
GOT1L1	0
GOT2	1
GP1BA	85
GP2	43
GP5	10
GP6	154
GP9	1
GPA33	0
GPAA1	0
GPAM	0
GPANK1	35
GPAT2	22
GPATCH1	4
GPATCH2	2
GPATCH3	2
GPATCH4	24
GPATCH8	10
GPBAR1	7
GPBP1	6
GPBP1L1	3
GPC1	31
GPC2	1
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	3
GPD1	4
GPD1L	0
GPD2	0
GPER	14
GPHA2	3
GPHB5	0
GPHN	5
GPI	92
GPIHBP1	0
GPKOW	16
GPLD1	12
GPM6A	0
GPM6B	151
GPN1	35
GPN2	0
GPN3	29
GPNMB	0
GPR1	28
GPR101	0
GPR107	8
GPR108	1
GPR110	5
GPR111	4
GPR112	3
GPR113	69
GPR114	18
GPR115	0
GPR116	0
GPR119	0
GPR12	47
GPR123	0
GPR124	50
GPR125	0
GPR126	0
GPR128	0
GPR132	7
GPR133	2
GPR135	0
GPR137	8
GPR137B	24
GPR137C	8
GPR139	0
GPR141	0
GPR142	0
GPR143	6
GPR144	0
GPR146	5
GPR148	0
GPR149	0
GPR15	7
GPR150	9
GPR151	4
GPR152	26
GPR153	0
GPR155	169
GPR156	2
GPR157	0
GPR158	0
GPR160	51
GPR161	4
GPR162	2
GPR17	0
GPR171	3
GPR173	1
GPR174	0
GPR176	0
GPR179	6
GPR18	201
GPR180	1
GPR182	12
GPR183	192
GPR19	1
GPR20	0
GPR21	0
GPR22	149
GPR25	1
GPR26	0
GPR27	4
GPR3	28
GPR31	0
GPR32	0
GPR33	0
GPR34	33
GPR35	0
GPR37	0
GPR37L1	33
GPR39	0
GPR4	6
GPR45	0
GPR50	0
GPR52	0
GPR55	19
GPR56	22
GPR6	0
GPR61	13
GPR62	5
GPR63	3
GPR64	29
GPR65	28
GPR68	82
GPR78	0
GPR82	276
GPR83	10
GPR84	1
GPR85	0
GPR87	3
GPR88	2
GPR89A	0
GPR89B	0
GPR89C	0
GPR97	0
GPR98	1
GPRASP1	2
GPRC5A	0
GPRC5B	0
GPRC5C	0
GPRC5D	2
GPRC6A	0
GPRIN1	3
GPRIN2	0
GPRIN3	6
GPS1	19
GPS2	24
GPSM1	15
GPSM2	118
GPSM3	29
GPT	29
GPT2	3
GPX1	2
GPX2	39
GPX3	49
GPX4	11
GPX5	0
GPX6	0
GPX7	9
GPX8	12
GRAMD1A	7
GRAMD1B	0
GRAMD1C	3
GRAMD2	0
GRAMD3	6
GRAMD4	5
GRAP	2
GRAP2	4
GRAPL	0
GRASP	0
GRB10	0
GRB14	0
GRB2	15
GRB7	0
GREB1	29
GREB1L	81
GREM1	0
GREM2	3
GRHL1	0
GRHL2	12
GRHL3	2
GRHPR	5
GRIA1	1
GRIA2	0
GRIA3	4
GRIA4	2
GRID1	1
GRID2	0
GRID2IP	13
GRIK1	70
GRIK1-AS1	0
GRIK2	3
GRIK3	0
GRIK4	1
GRIK5	0
GRIN1	0
GRIN2A	0
GRIN2B	0
GRIN2C	36
GRIN2D	3
GRIN3A	168
GRIN3B	52
GRINA	3
GRIP1	75
GRIP2	46
GRIPAP1	39
GRK1	0
GRK4	0
GRK5	3
GRK6	11
GRK7	0
GRM1	0
GRM2	0
GRM3	4
GRM4	0
GRM5	0
GRM6	50
GRM7	3
GRM8	0
GRN	3
GRP	0
GRPEL1	11
GRPEL2	11
GRPR	0
GRSF1	42
GRTP1	21
GRWD1	14
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	29
GSDMB	8
GSDMC	26
GSDMD	14
GSG1	164
GSG1L	0
GSG2	13
GSK3A	41
GSK3B	6
GSN	15
GSPT1	64
GSPT2	1
GSR	9
GSS	4
GSTA1	0
GSTA2	0
GSTA3	0
GSTA4	0
GSTA5	0
GSTA7P	0
GSTCD	13
GSTK1	1
GSTM1	0
GSTM2	7
GSTM2P1	1
GSTM3	103
GSTM4	0
GSTM5	1
GSTO1	13
GSTO2	3
GSTP1	1
GSTT1	14
GSTT2	0
GSTTP1	0
GSTTP2	44
GSTZ1	8
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	5
GTF2A2	0
GTF2B	0
GTF2E1	18
GTF2E2	0
GTF2F1	18
GTF2F2	0
GTF2H1	2
GTF2H2	36
GTF2H2B	25
GTF2H2C	4
GTF2H3	0
GTF2H4	0
GTF2H5	74
GTF2I	0
GTF2IP1	0
GTF2IRD1	4
GTF2IRD2	3
GTF2IRD2B	9
GTF2IRD2P1	2
GTF3A	58
GTF3C1	12
GTF3C2	7
GTF3C3	4
GTF3C4	0
GTF3C5	2
